Usuario,Comentario,Calificación
Un usuario de Google,mala,1
Un usuario de Google,súper fácil y sencillo,5
Un usuario de Google,Excelente la aplicación,5
Un usuario de Google,no puedo realizar giros me sale error,3
Un usuario de Google,porquería de aplicación,1
Un usuario de Google,si me gusta,5
Un usuario de Google,muy buena la aplicación 👍,5
Un usuario de Google,no puedo utilizar el bcp no me permite entrar,3
Un usuario de Google,quiero agregar mi tarjeta y sale error inténtalo más tarde así está hace unos dias,2
Un usuario de Google,desde que actualice presenta una serie de problemas.....no se puede iniciar sesión y no reconoce usuarios y contraseña......,1
Un usuario de Google,"Hola después de esa mala experiencia quiero agradecerles, no solo por la aplicación sino por los servicios que me brindan me ayudan mucho.",5
Un usuario de Google,todo bien,5
Un usuario de Google,el tiempo vale más que el dinero chicos,5
Un usuario de Google,excelente aplicación,5
Un usuario de Google,Buen trabajo,5
Un usuario de Google,muy fácil de utilizar,5
Un usuario de Google,"Ultimamente tiene el mismo error, no se puede ingresar a la aplicación se cierra inmediatamente cuando quieres ingresar.",1
Un usuario de Google,"Pésimo. Cuando uno escribe su clave de 6 dígitos para ingresar, se cierra o se crashea.",1
Un usuario de Google,buena,5
Un usuario de Google,genial,5
Un usuario de Google,Pésima app... Falla mucho no cargan los datos no se puede yapear no se puede entrar siempre sale el mensaje intente en unos minutos... Mal muy mal aplicativo...,2
Un usuario de Google,"Buena y Fácil de Usar. En el tiempo que lo he estado usando, muy seguro, nunca tuve ningún problema",5
Un usuario de Google,Excelente,5
Un usuario de Google,deben actualizar el aplicativo,5
Un usuario de Google,"Se me bugea, no puedo retirar mi dinero, estoy a punto de explotar, llevo 3 días así",1
Un usuario de Google,ok,5
Un usuario de Google,Buena,5
Un usuario de Google,problemas para ingresar a la banca Móvil que solución me podrían dar . esperaré su respuesta gracias,1
Un usuario de Google,muy buena,5
Un usuario de Google,ojalá nunca falle el programa,5
Un usuario de Google,mo funciona el.bcp,1
Un usuario de Google,buenaasa,5
Un usuario de Google,Facil de manejar,5
Un usuario de Google,"el aplicativo está presentando problemas con Android 15, se crashea, deben verificarlo urgente",1
Un usuario de Google,perfecto,5
Un usuario de Google,muy bien gracias 🫂,5
Un usuario de Google,"eh tratado de retirar mi dinero de la sección wardaditos y no me deja, porque no me deja retirar mi dinero",1
Un usuario de Google,excelente app. muy facil de usar,5
Un usuario de Google,Agiliza las operaciones sin hacer cola,4
Un usuario de Google,"últimamente se cuelga, no puedo ingresar a la aplicación, tengo que reiniciar....que molestia",1
Un usuario de Google,buena app,5
Un usuario de Google,exelente atención,5
Un usuario de Google,ESTOY TENIENDO INCONVENIENTE CON EL APLICATIVO NO PUEDO HACER NINGUN PAGO POR MI BANCA ... CADA DARO NO VOY A ESTAR ACTUALIZANDO MI TOKEN QUE FATAL POR DIOS 😔,1
Un usuario de Google,no me deja ingresar a la aplicación..saben por qué está pasando eso ?,1
Un usuario de Google,buen servicio,4
Un usuario de Google,excelente servicio,5
Un usuario de Google,Rápida y segura .,5
Un usuario de Google,excelente,5
Un usuario de Google,Nos a cambiado la vida. Nos ahorra tiempo en gestionar pagos y cobro de dinero.,5
Un usuario de Google,Excelente,5
Un usuario de Google,Buena,5
Un usuario de Google,excelente,5
Un usuario de Google,Excelente atención,5
Un usuario de Google,"ayer recibí una transferencia y hoy me doy con la sorpresa que no hay, ni figura en los movimientos no se qué pasa con la app porque tenía 400 y me sale 30, y no figura nada de movimientos del día de ayer como si no existiera día jueves, quisiera que me den una solución",1
Un usuario de Google,"todo bien pero BCP es opsoleto ala hora de una urgencia, y lo peor que en las noches funciona",1
Un usuario de Google,exelente,5
Un usuario de Google,pésima,1
Un usuario de Google,excelente,5
Un usuario de Google,"pongo mi clave y no acepta es pésimo la versión,",1
Un usuario de Google,"Excelente, muy fácil de entender",5
Un usuario de Google,muy bien,5
Un usuario de Google,muy buena app,5
Un usuario de Google,excelente,5
Un usuario de Google,exelente 👍🏻,5
Un usuario de Google,Excelente,5
Un usuario de Google,buena app me funciona muy bien,5
Un usuario de Google,es muy útil para mí . me sirve para no irme a una agencia. para verificar si tengo saldo.yo no solo lo aga deste casa.,5
Un usuario de Google,Muy buena,5
Un usuario de Google,pesima aplicación no carga y no puedo ingresar.,1
Un usuario de Google,👍,5
Un usuario de Google,no me deja acceder a mi cuenta,1
Un usuario de Google,excelente la aplicación,5
Un usuario de Google,buen servicio,5
Un usuario de Google,Excelente aplicación,5
Un usuario de Google,Muy Buena 👌,5
Un usuario de Google,"Tonteria de app. Para hacer un cambio me manda a la web, luego me manda a la app, no carga, no carga la camara, no responde, tienen problemas, y para rematar me bloquean el acceso por varios intentos para cambiar mi clave. UN ADEFESIO",1
Un usuario de Google,todo eficaz lo k falta es k tbm debería tener su propio QR. EL RESTO TODO BIEN. SIRVE MUXO LA APP.,4
Un usuario de Google,Muy bueno muchas gracias,5
Un usuario de Google,excelente app,5
Un usuario de Google,Lamentable desde la última actualización ya no me deja entrar en mi cuenta.,1
Un usuario de Google,les recomiendo,5
Un usuario de Google,"excelente, me encanta 💖 👏 👍 👌",4
Un usuario de Google,muy bien,5
Un usuario de Google,estoy teniendo problemas,4
Un usuario de Google,el token no se sincroniza bien,2
Un usuario de Google,"no puedo ingresar a la app, coloco mi clave y automáticamente desaparece la app de la pantalla , e instalado y desinstalado varias veces la app y no puedo utilizar. lamentablemente voy a tener que dar de baja la app y desafiliarme. no dan solución ya llevo más de 15 días con este problema.",1
Un usuario de Google,buena,5
Un usuario de Google,excelente,5
Un usuario de Google,todo conforme,5
Un usuario de Google,muy util y versatil,4
Un usuario de Google,muy buena,5
Un usuario de Google,una aplicación muy útil y buena,5
Un usuario de Google,excelente,5
Un usuario de Google,"la peor, pésima atención colas interminables pase prácticamente un día completo esperando solución y nada. la App a partir de la media noche deja de funcionar incluso el pago con tarjeta dejándote barato si no cuentas con efectivo.",1
Un usuario de Google,Hasta ahora todo bien.,4
Un usuario de Google,Excelente 👍,5
Un usuario de Google,genial,5
Un usuario de Google,bien,5
Un usuario de Google,excelente,5
Un usuario de Google,excelente trabajo,5
Un usuario de Google,genial,5
Un usuario de Google,Muy buena app me encanta,5
Un usuario de Google,"tengo problemas con la aplicación,no me permite ingresar hace casi una semana",5
Un usuario de Google,buena,4
Un usuario de Google,Es bastante buena la app Banca Móvil.,5
Un usuario de Google,la última actualización no permite utilizar la aplicación literalmente dejo de funcionar con esta actualización.,1
Un usuario de Google,muy interactiva,5
Un usuario de Google,es muy bueno el aplicación me facilita,4
Un usuario de Google,"muy buena atención en plataformas, en cajeros automáticos, en agentes...muy buena",4
Un usuario de Google,muy buena,5
Un usuario de Google,muy buena app,5
Un usuario de Google,mala la actualización,1
Un usuario de Google,muy bien gracias,5
Un usuario de Google,Exelente servicio,5
Un usuario de Google,"pésimo , ni tiene buenos programadores para que la app funcione con cualquier marca de teléfono",1
Un usuario de Google,oki,5
Un usuario de Google,se cuelga mucho la aplicación.,3
Un usuario de Google,una muy buena atención,5
Un usuario de Google,excelente,5
Un usuario de Google,"No tengo idea de porque cuando abro la app no lo hace y se cierra solo, voy intentandolo muchas veces y nada. Quiero una solución por favor.",1
Un usuario de Google,muy buena,5
Un usuario de Google,"no funciona la app 2 días, me piden actualizar pero en el Google play no me sale esa opción!! necesito una solución porque tengo que realizar pagos.",1
Un usuario de Google,tiene bugs y errores,2
Un usuario de Google,Good,5
Un usuario de Google,buenazo,5
Un usuario de Google,muy buena app,5
Un usuario de Google,Últimamente esta lenta y demora encargar o indica que esta fuera de servicio,2
Un usuario de Google,muy bueno el banca Mobil,4
Un usuario de Google,ase unos días estoy teniendo problemas con esta aplicativo BCP. no puedo abrir!! algo pasa!! pueden ayudarme!!! mejorar de alguna manera solucionar nesecito utilizar con urgencia!!,1
Un usuario de Google,"Excelente App, puedo hacer de todo! Gracias BCP!💯🥳",5
Un usuario de Google,pésima aplicación,1
Un usuario de Google,buena APP,4
Un usuario de Google,pésima app,1
Un usuario de Google,ahorro de tiempo práctico y eficaz,5
Un usuario de Google,muy mala experiencia hace una semana intento ingresar ala aplicación y no me responde me rebota y no puedo Aser ningún movimiento no sé si solo Ami o alguien más le pasa esto,1
Un usuario de Google,excelente quiero mi tarjeta de crédito 😀,5
Un usuario de Google,buena app,5
Un usuario de Google,Muy bien excelente hasta ahora...,5
Un usuario de Google,está algo tranquila la app al momento pero e incluso siendo cuenta de ahorros te cobran mantenimiento,4
Un usuario de Google,Genial,5
Un usuario de Google,no me instala,1
Un usuario de Google,"No sé puede abrir la aplicación está pésima, antes era mejor",5
Un usuario de Google,no quiero que sea mi foto de este año 2025 solo una nueva actualización,5
Un usuario de Google,no pasa nada cada nada se cae la app,1
Un usuario de Google,"todo los dias a partir de las 12:30 am a las 1:00 am falla el app. Tambien, en cada fin de mes. Con las tasas que cobran deberian invertir más en desarrollo de su app.",1
Un usuario de Google,muy buena la app,5
Un usuario de Google,No puedo actualizar Como puedo hacerlo,5
Un usuario de Google,exelente,4
Un usuario de Google,Muy bueno,5
Un usuario de Google,tiene opciones para realizar transferencia y pagos de servicios,5
Un usuario de Google,La aplicación se cierra a cada rato con la ultima actualización,1
Un usuario de Google,"excelente , aunque hay veces que no toman los movimiento bancarios para otorgarles créditos ni mucho menos un buen beneficio. deben de mejorar eso en realidad !!!!!",5
Un usuario de Google,Vacan,5
Un usuario de Google,"ya voy varios días que no puedo utilizar la banca y necesito hacer movimientos, pero si me andan mandando promociones de pago y de sorteos, como hago eso sí no funciona al app...solucionen rápido eso",1
Un usuario de Google,muy rápido y seguro,5
Un usuario de Google,no puedo entrar ala aplicación me sale fallo del sistema me pide actualización le actualizado última versión pero me sigue fallando no entiendo por q es muy incomodo,4
Un usuario de Google,excelente,5
Un usuario de Google,Buena,5
Un usuario de Google,"Pésimo, la última actualización no deja realizar transferencias a otras cuentas, se detiene al escribir el numero y no avanza, y cierra la app.",1
Un usuario de Google,Bueno,5
Un usuario de Google,no funciona,4
Un usuario de Google,pura falla esta app no se puede pagar ni servicio cada actualización es por gusto,1
Un usuario de Google,la app está presentando fallas y no logro ingresar solo me da aviso que la app está fallando,1
Un usuario de Google,"no puedo entrar desde que se actualizo, volví a instalar el aplicativo y nada. se cuelga y la pantalla se pone negra",1
Un usuario de Google,perfecto,5
Un usuario de Google,excelente app,5
Un usuario de Google,"La aplicación con su última actualización está pésima, llevo ya casi 5 días sin tener acceso a ella , solo me da la opción de colocar clave y se cierra. Es una herramienta de trabajo y perjudica no poder tener el acceso rápido y sin errores.",1
Un usuario de Google,"Desde hace 2 semenas o menos ni yape ni bcp entra a mi movil, segun escuche es debido a la ultima actualización de estas mismas, en otro movil si entra con normalidad, pero en este movil no entra, me arroja el mensaje ""Bcp o Yape continua fallando"" siempre sale lo mismo, y eso que lo eh reiniciado y todo y sigue igual, porfavor se necesita una solución 🥲",2
Un usuario de Google,buenaaaa,5
Un usuario de Google,eficaz,5
Un usuario de Google,mucho mantenimiento sale mi app en una urgencia no puedo hacer una transferencia solucionan x favor,1
Un usuario de Google,Meagarada,5
Un usuario de Google,La aplicación constantemente se cierra al querer iniciar sesión,1
Un usuario de Google,excelente aplicación ❤🌍,5
Un usuario de Google,"activa la opcion de huella dactilar para iniciar sesión, es complicado ingresar cuando estás realizando algunas compras en la calle",2
Un usuario de Google,"Presenta problemas para ingresar, pésima app",1
Un usuario de Google,No me deja entrar al aplicativo y se congela y se cierra porfavor ayuda,1
Un usuario de Google,practico y sin salir de casa,5
Un usuario de Google,muy buena,5
Un usuario de Google,excelente,5
Un usuario de Google,muy buena y completa,5
Un usuario de Google,buena,5
Un usuario de Google,es muy importante,5
Un usuario de Google,excelente ✅️,5
Un usuario de Google,"No sé puede entrar, pongo mi clave y se sale a pantalla de inicio, arreglenlo porfabor",1
Un usuario de Google,Estoy volviendo a instalar el aplicativo por que se me malogro el teléfono y no puedo avanzar me quedo en ingresar número de tarjeta. Agradecería me ayuden a resolver el problema. Gracias,1
Un usuario de Google,buen servicio ecxelente,5
Un usuario de Google,mucho mejor q interbank,5
Un usuario de Google,masomeno,4
Un usuario de Google,buenas operaciones,5
Un usuario de Google,bien,5
Un usuario de Google,esta bien les deseo lo mejor gracias,5
Un usuario de Google,"actualizaciones a cada instante, cero agilidad, nada recomendable.",1
Un usuario de Google,muy práctico y útil,5
Un usuario de Google,excelente,5
Un usuario de Google,"no me deja ingresar a la banca móvil, pésima app",1
Un usuario de Google,👍🏻,5
Un usuario de Google,"Se a vuelto pésima no permite retirar dinero del warda, que esta pasando. Solución porfavor",1
Un usuario de Google,"actualizen, por que en varios dispositivos están cerrando apenas entrar",1
Un usuario de Google,Excelente,5
Un usuario de Google,espectacular,5
Un usuario de Google,buena,4
Un usuario de Google,Agil y fácil de usar.,4
Un usuario de Google,funciona bien,5
Un usuario de Google,nuevamente error en la app se crashea y se sale al iniciar sesión,1
Un usuario de Google,fácil y rápido,5
Un usuario de Google,se cierra la app después de poner clave van más 2 días que no puedo ingresar,1
Un usuario de Google,horrible no me gusta no me deja activar mi token digital cada que quiero activar se me cierra la app quiero hacer pagos no puedo,1
Un usuario de Google,muy buena la aplicación muy rápido para hacer movimientos.,5
Un usuario de Google,la app no me abre ase más de una semana,1
Un usuario de Google,todo mal desde el 8.05.25 tengo que reiniciar mi equipo cada vez que quiero ingresar 🙄 mi equipo es Motorola,1
Un usuario de Google,"muy buena la atención, mantiene información constante de todo movimiento de tarjeta o cuenta",5
Un usuario de Google,me gusta esta app,5
Un usuario de Google,que pasa que no se puede entrar a la banca movil horrible..quieren que detalle la razon es q no se puede entrar a la aplicación aunque se ponga la clave no entra q esta pasandooooo 😑😑😑,1
Un usuario de Google,Excelente servicio lo mejor de Perú...,5
Un usuario de Google,Es genial!,5
Un usuario de Google,buena app ....,5
Un usuario de Google,mi aplicativo abre ingreso y al poco tiempo se cierra totalmente... luego de la actualización me pasa esto...,1
Un usuario de Google,Esta Ok,5
Un usuario de Google,muy lenteja,1
Un usuario de Google,muy buena 👌🏻👋🏻,4
Un usuario de Google,muchas publicidad nome gusta,3
Un usuario de Google,buena,5
Un usuario de Google,no sirve,1
Un usuario de Google,con la última actualización ya no puedo usar la app porque se cierra automáticamente si intento registrarme. ¿qué se supone que haga con mi dinero?,1
Un usuario de Google,no puedo hacer trasferencias esta mal esta actualización,1
Un usuario de Google,"está nueva actualización no puedo ingresar se reinicia, ya voy varias veces reinstalando y nada de abrir la app",5
Un usuario de Google,muy bueno,5
Un usuario de Google,buena,5
Un usuario de Google,me ahorra bastante el tiempo,5
Un usuario de Google,Buena.,3
Un usuario de Google,buena 👍,5
Un usuario de Google,porque no me deja habilitar las compras al extranjero 😭😭😭,4
Un usuario de Google,"hola que tal , estoy presente problemas con la app, no logro ingresar y ya la he desinstalado varias veces, ayuda por favor.",2
Un usuario de Google,😁😁,5
Un usuario de Google,muy buena,5
Un usuario de Google,"Pues estoy presentando fallas, no abre la aplicación y no sé cómo hacer, me dicen que es mi software, ya desinstalé varias veces y nada, con otras apps de banco no tengo problemas. Ahora voy en forma presencial a transferir mi dinero, no puedo manejar la app.",3
Un usuario de Google,"hay mucho inconveniente con la app, actualmente no me permite ingresar.. automáticamente se sale de la aplicación.",2
Un usuario de Google,lo mejor,5
Un usuario de Google,"Pésimo, hace tres semanas presenta error y hay que instalarla una y otra vez. Revisen ese tema. la actualización de Qore es pésima no se filtra por ciudad hay que revisar todo para ver si tienes descuento y siempre se cuelga.",1
Un usuario de Google,muy buena,4
Un usuario de Google,está mal el app,1
Un usuario de Google,"Tengo Problemas con la App al momento de ingresar se sale solo de la app y no me permite entrar, por favor si me pueden ayudar",5
Un usuario de Google,muy bueno,5
Un usuario de Google,Ayer fui al BCP de arenales y la srta me dijo que no se acutualizaba pq.mi android era muy antiguo y por lo tanto no se podía actualizar y q por eso soloe queda comprarme un celular nuevo. Imagínense. Ya no puedo usar la banca movil,1
Un usuario de Google,No puedo ni ingresar a la app,3
Un usuario de Google,muy buena. gracias,5
Un usuario de Google,Excelente,5
Un usuario de Google,una app amigable,4
Un usuario de Google,❤️,5
Un usuario de Google,bien,5
Un usuario de Google,"pésimo, no puedo abrir la app, se para cerrando y no me deja utilizarla",1
Un usuario de Google,desde la última actualización tengo que reiniciar mi celular cada vez que quiero entrar al app,1
Un usuario de Google,Buena Aplicación... 😎👍🏻,5
Un usuario de Google,bueno,5
Un usuario de Google,"está muy bien, dinámica y rapida",5
Un usuario de Google,bueno,5
Un usuario de Google,muy practico !,4
Un usuario de Google,Mi banco favorito viva el Perú,5
Un usuario de Google,bien,5
Un usuario de Google,facilita varias operaciones,5
Un usuario de Google,como puede ser posible actulice el app y ahora no puedo ingresar.,1
Un usuario de Google,excelente,5
Un usuario de Google,no me permite ingresar a la aplicación,1
Un usuario de Google,muy bueno el servicio,5
Un usuario de Google,"ya deberían habilitar el retiro sin tarjeta para personas extranjeras como lo tiene interbank y BBVA , en pleno 2025 y con estás desventajas del sistema.",1
Un usuario de Google,Por su gentil atención en otorgar créditos 👍,5
Un usuario de Google,"muy buena app, pero tienen que actualizarla siempre? no me dejan hacer mis operaciones bancarias",5
Un usuario de Google,excelentes,5
Un usuario de Google,excelente,5
Un usuario de Google,acabo de actualizar la app y ahora me sale q está fallando la aplicación. ayudaaa tío bcp,3
Un usuario de Google,"no podía entrar al app, y entre a playstore para ver si había actualización y quizá sea el problema, actualice y peor ni me abre el aplicativo 👎👎👎 eso fue ayer y hoy sigue igual",1
Un usuario de Google,muy buena calidad,5
Un usuario de Google,excelente servicio,5
Un usuario de Google,My buena,5
Un usuario de Google,muy buena,5
Un usuario de Google,se cierra repentinamente cuando quieres ingresar está muy mal,1
Un usuario de Google,si funciona bien,5
Un usuario de Google,"Tengo problemas para realizar pago de préstamo hipotecario, al querer realizar el pago la App se cierra. Ya envié informe de errores por favor revisar.",5
Un usuario de Google,buenaso,5
Un usuario de Google,buena,4
Un usuario de Google,"Desinstale la app pq te obliga a tener un patrón en tu celular, una app q violenta la libertad de configuración personal es una app que no sigue con los derechos humanos. Una desgracia cada vez que su pobre sistema se cae y encima ahora vienen con ridiculeces como prohibir el uso de la app si no usas un patrón en tu celular, como si no tuviese una estúpida clave de internet de 6 dígitos que poner para ingresar, falta de respeto y privación de libertad personal. Un desastre sus excusas ridículas.",1
Un usuario de Google,excelente,5
Un usuario de Google,Muy buena,5
Un usuario de Google,no abre la aplicación,1
Un usuario de Google,excelente. 100% recomendado,5
Un usuario de Google,Sigan mejorando,4
Un usuario de Google,todo OK,5
Un usuario de Google,excelente,5
Un usuario de Google,"yo tengo una cuenta sueldo pero el bcp autoriso el cobro do otra intedad y se comieron todo mi sueldo y me quede sin nada, pase 15 dias en una completa necesidad sin una solucion de parte de la entidad financiera pase hambre en algunos dias para que el dinero que tenia en efectivo me alcanzara mientras buscaba otro medio de pago de mi contratante. su seguridad por el piso de esta financiera.",1
Un usuario de Google,"Anteriormente funcionaba bien, pero ahora quiero ingresar y me aparece que no funciona correctamente y cerrar app, hice todos los pasos, como actualizar mi celular actualizar el APP y nada no abre mi app y yo trabajo con eso y necesito una solución urgente es más converse por el chat en WhatsApp pero es una tontera hablar con una máquina, necesito urgente una solución",2
Un usuario de Google,"HH horrible la app , se cierra sin ningun motivo",1
Un usuario de Google,estoy presentando un inconveniente con la app,3
Un usuario de Google,Pésimo la aplicación no se puede a ser transferencia a cada rato sale hemos tenido un inconveniente con la aplicación o si no sale error intente de nuevo pésimo,1
Un usuario de Google,"Desde que actualicé la aplicación no puedo ingresar, apenas coloco la clave se cierra automáticamente, llevo 3 días sin poder entrar a ver mis cuentas",1
Un usuario de Google,Desde ayer tengo problemas para ingresar a la banca móvil,1
Un usuario de Google,últimamente está muy lenta para ingresar a la banca móvil por favor podrían solucionarlo. no es solo en mi celular varios familiares me han comentado lo mismo. pongan también el ingreso a través de huella digital más seguro pienso yo.,3
Un usuario de Google,no abre,1
Un usuario de Google,Gracias por su atención prestada,4
Un usuario de Google,muy buena,5
Un usuario de Google,no carga para poner mi clave la .....,1
Un usuario de Google,Buens,5
Un usuario de Google,"Desde hace 4 días no funciona el aplicativo,cada vez q quiero entrar me saca ya lo desinstale y lo volví a instalar y naaaa",1
Un usuario de Google,"malísima actualización, no abre, y cuando lo hace se cierra sola, no puedo habilitar las compras online, todo mal con esta aplicación es inútil.",1
Un usuario de Google,que le pasa a warda no me quiere regresar mi dinero,1
Un usuario de Google,"Fácil, práctica y rapida👍",5
Un usuario de Google,todo bien y facil de usar,5
Un usuario de Google,genial,5
Un usuario de Google,bueno excelente,5
Un usuario de Google,no puedo actualizar a pesar de tener la opción de actualizar automáticamente,1
Un usuario de Google,"que pasa con la app , no me deja ingresar a mi aplicación para ver mis montos",1
Un usuario de Google,no quiere abrir el app,1
Un usuario de Google,excelente aplicación,4
Un usuario de Google,buena atención con sus cleyenytes,3
Un usuario de Google,excelente,5
Un usuario de Google,"La versión anterior funcionaba con bastante fluidez, ahora ya no funciona, es una perdida de tiempo, otras apps de otros bancos funcionan sin problemas, creo que voy a cambiar de banco.",1
Un usuario de Google,muybuena,5
Un usuario de Google,"1. Sería genial que implementen el ingreso con huella digital a la aplicación 2. opción de pagar o recargar tarjetas de transporte como: Línea 1, Metropolitano, etc",5
Un usuario de Google,está horrible no deja ingresar y si ingresa no carga el teclado corrijan por favor,1
Un usuario de Google,"Problemas con la nueva versión del app, a veces ingresa y luego se cierra y aparece el mensaje que está presentando problemas.",1
Un usuario de Google,no puedo instalar banca movil,5
Un usuario de Google,hola. hace días que no puedo entrar a mi app. qué está pasando?,1
Un usuario de Google,muy buena la atencion,5
Un usuario de Google,nunca me fallado es buena,5
Un usuario de Google,"No se puede dejar en segundo plano, porque a cada rato te salta encima y te interrumpe! Al menos ha mejorado con esta última actualización, pero hay cosas que aún deben pulir, como el que CASI TODAS LAS NOCHES NOS DEJEN SIN SERVICIO DURANTE VARIOS MINUTOS O HASTA HORAS! Si además de tu cuenta personal, agregas la de tu negocio, no afilia el dispositivo a esa cuenta, por lo que no te manda las notificaciones.¿Cómo se supone que voy a saber quién me deposita y evitar estafas?!",1
Un usuario de Google,re buena,5
Un usuario de Google,excelente,5
Un usuario de Google,rápida y sencilla de utilizar,5
Un usuario de Google,buena atención de parte los empleado del BCP,5
Un usuario de Google,Me parece muy interesante y te sirve bastante para tus ahorros.,4
Un usuario de Google,genial,4
Un usuario de Google,"estoy teniendo problemas con la aplicación, no funciona, no responde, por favor ojalá puedan arreglarlo",1
Un usuario de Google,muy buena,5
Un usuario de Google,EXCELENTE SERVICIO,5
Un usuario de Google,excelente,5
Un usuario de Google,Uno quiere actualizar sus datos y me manda a las oficinas pésimo servicio,1
Un usuario de Google,muy bien,5
Un usuario de Google,Excelente,5
Un usuario de Google,"Actualice la aplicación el día de ayer y ahora cuando intento ingresar se cierra automáticamente la aplicación, con la versión anterior no sucedía, no he podido ingresar a mi cuenta desde la app",3
Un usuario de Google,"faltan muchos detalles, como cuando tú transfieres nada sale hora ni fecha, y otros detalles más que están por ahí no vale la pena recordar",1
Un usuario de Google,ok,5
Un usuario de Google,lo mejor,4
Un usuario de Google,"se cuelga mucho, llevo 4 días intentando realizar transferencias, y nada, me veo en la obligación de ir al banco cada día, ojalá algún día pueda mejorar la app. Es una pena",1
Un usuario de Google,no pasa nd está aplicación una porquería está apto para las ratas,1
Un usuario de Google,"muy buena aplicación, la recomiendo",5
Un usuario de Google,"desde la última actualización del 28/04 presento inconvenientes para poder ingresar a mi app móvil. no puedo ingresar a la app BCP, y tengo un dispositivo con android 12. ya he reinstalado la aplicación pero solo puedo ingresar 1 sola vez. luego ya no me permite. espero que soporte técnico pueda solventar. gracias",3
Un usuario de Google,muy bueno,5
Un usuario de Google,buenísima,5
Un usuario de Google,"estoy presentando inconvenientes para ingresar a la app del banco, al ingresar la clave de internet, me bota al inicio de la pantalla de mi celular, ayuda porfavor. que puedo hacer.",2
Un usuario de Google,Lo malo que puedo ver que no se actualiza fácilmente y muy lento es la aplicación,3
Un usuario de Google,muy buena aplicacion el bcp,5
Un usuario de Google,buena...,5
Un usuario de Google,muy buena,5
Un usuario de Google,muy bueno,5
Un usuario de Google,interesante 👍,5
Un usuario de Google,muy bueno,5
Un usuario de Google,Muy buena,4
Un usuario de Google,Buena app,5
Un usuario de Google,Muy buena,5
Un usuario de Google,"La aplicación hace que crashee el dispositivo moto Edge g50 fusión Ojo, solo pasa con esta aplicación.",1
Un usuario de Google,muy buena,5
Un usuario de Google,por que no puedo entrar,5
Un usuario de Google,es bueno,5
Un usuario de Google,falta obtener estado de cuenta detallada y al momento,3
Un usuario de Google,"pésimo, la aplicación siempre tiene algún fallo",1
Un usuario de Google,"acabo de actualizar la app y me saca de la aplicación al intentar entrar, no me deja acceder para nada, no debí de actualizarlo csmre :/",2
Un usuario de Google,buenas la aplicación muy facil y práctica,5
Un usuario de Google,por qué quitaron la opción de generar QR de la cuenta,2
Un usuario de Google,facil de utilizar y comodo en realizar transferencias de manera segura,5
Un usuario de Google,Excelente aplicación,5
Un usuario de Google,Muy bueno y accesible,5
Un usuario de Google,"muy buen aplicativo, me soluciona los pagos de manera práctica y fácil",5
Un usuario de Google,"No puedo realizar transferencias, me sale que vuelva a intentarlo, solo lo que estaba guardado como favorito puede trasferir y tampoco ya no tengo opción de guarda",1
Un usuario de Google,"No deja hacer transferencia, se cuelga, o aparece un mensaje de error... pésimo, esta bien antes :/",1
Un usuario de Google,fácil de usar y muy buena app,5
Un usuario de Google,exelente,5
Un usuario de Google,muy bien,5
Un usuario de Google,lo mejor,5
Un usuario de Google,muy eficiente gracias,5
Un usuario de Google,tener Un Préstamo,4
Un usuario de Google,muy necesario,5
Un usuario de Google,muy buena,5
Un usuario de Google,no sirve para nada,1
Un usuario de Google,excelente,5
Un usuario de Google,muy bueno más rápido que el pensamiento la transferencia,5
Un usuario de Google,Es una porquería de aplicación sin exajerar me hiso arrepentir de sacar una tarjeta en BCP,1
Un usuario de Google,buena,5
Un usuario de Google,excelente app..bastante útil..,5
Un usuario de Google,yo no entiendo es como uno de los bancos más grandes del Perú cierren las oportunidades a personas sin historial crediticio solo tienen es ando y hay que cumplir retos por tres meses deberían como enpesar a emplear micro créditos para que las personas demuestren su seriedad responsabilidad ya que no todos somos deudores ya que en mi caso no Devo a ninguna entidad financiera lo mismo con yape llevo seis meses usando lo frecuentemente y no dan esa opción,1
Un usuario de Google,Excelente app,5
Un usuario de Google,no encuentro los nombres de los ganadores del sorteo del wardadito,3
Un usuario de Google,Horrible está última semana no puedo ingresar ni a ver el saldo de la cuenta. La banca por Internet está fallando. Estoy fuera del país y no se puede hacer nada con este banco pésimo servicio.,1
Un usuario de Google,rapidez,5
Un usuario de Google,Buena,5
Un usuario de Google,no puedo ingresar a mi banca móvil porque no es compatible con el oppo y otras marcas de celular,1
Un usuario de Google,excelente .,5
Un usuario de Google,excelente,5
Un usuario de Google,Me satisface,5
Un usuario de Google,Bueno,5
Un usuario de Google,buena,5
Un usuario de Google,Muy fácil de utilizar para lo que deseo,5
Un usuario de Google,buena app,5
Un usuario de Google,sin ningún problema hasta ahora ha funcionado muy bien 👍🏽👍🏽👍🏽,5
Un usuario de Google,Qore es terrible. Tanto el UX como los beneficios. Regresen al app anterior.,1
Un usuario de Google,Bien,5
Un usuario de Google,"no puedo abrir la aplicación en mi celular, me sale que está inhabilitado antes normal pero ahora no 😔",1
Un usuario de Google,bien,5
Un usuario de Google,buena,5
Un usuario de Google,Muy confiable y seguro.Gracias,5
Un usuario de Google,excelente,5
Un usuario de Google,buena,4
Un usuario de Google,bueno,5
Un usuario de Google,"agil, segura, rápida",5
Un usuario de Google,asta el momento bien,4
Un usuario de Google,excelente,5
